inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,inf
inf,5.0,inf,inf,8.0,inf,inf,inf,11.0,inf,inf,inf,inf,inf,inf,14.414213562373096,inf
inf,14.0,17.72792206135786,20.72792206135786,17.0,20.72792206135786,19.0,16.0,15.0,17.0,20.0,23.0,22.82842712474619,22.414213562373096,inf,15.414213562373096,inf
inf,19.0,20.0,21.5,22.5,25.242640687119284,20.242640687119284,19.0,18.0,19.242640687119284,20.535533905932738,22.035533905932738,22.414213562373096,21.414213562373096,18.914213562373096,16.414213562373096,inf
inf,20.0,22.5,22.82842712474619,25.5,25.899494936611664,24.242640687119284,23.0,21.5,23.742640687119284,23.535533905932738,24.535533905932738,22.82842712474619,22.414213562373096,inf,17.414213562373096,inf
inf,21.0,22.121320343559642,27.121320343559642,27.778174593052025,28.485281374238568,27.242640687119284,inf,inf,inf,26.035533905932738,26.36396103067893,24.32842712474619,23.414213562373096,inf,18.414213562373096,inf
inf,24.5,27.621320343559642,29.899494936611667,31.278174593052025,31.485281374238568,30.242640687119284,inf,inf,inf,30.82842712474619,25.82842712474619,24.82842712474619,24.414213562373096,inf,19.414213562373096,inf
inf,32.0,35.10660171779821,38.27817459305203,33.27817459305203,33.071067811865476,32.242640687119284,inf,inf,inf,32.89949493661167,inf,inf,inf,inf,20.414213562373096,inf
inf,41.0,inf,39.27817459305203,34.27817459305203,33.656854249492376,33.242640687119284,33.656854249492376,34.656854249492376,35.656854249492376,40.656854249492376,45.55634918610404,49.27817459305202,49.692388155425114,inf,21.414213562373096,inf
inf,45.242640687119284,inf,40.07106781186547,35.07106781186547,35.156854249492376,35.242640687119284,34.656854249492376,35.07106781186547,37.07106781186547,37.77817459305202,43.27817459305202,48.27817459305202,49.27817459305202,inf,22.414213562373096,inf
inf,44.242640687119284,inf,42.142135623730944,37.57106781186547,39.156854249492376,36.07106781186547,36.656854249492376,37.57106781186547,37.192388155425114,42.692388155425114,45.55634918610404,51.77817459305202,49.692388155425114,inf,23.414213562373096,inf
inf,43.242640687119284,inf,41.106601717798206,40.692388155425114,38.192388155425114,38.07106781186547,38.89949493661166,40.72792206135785,39.192388155425114,44.692388155425114,53.692388155425114,51.106601717798206,53.192388155425114,inf,24.414213562373096,inf
inf,42.242640687119284,inf,42.106601717798206,45.192388155425114,40.192388155425114,42.07106781186547,42.89949493661166,44.142135623730944,42.692388155425114,46.970562748477136,51.76345596729059,52.106601717798206,52.5208152801713,inf,25.414213562373096,inf
inf,41.242640687119284,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,26.414213562373096,inf
inf,inf,39.82842712474619,38.82842712474619,37.82842712474619,36.82842712474619,35.82842712474619,34.82842712474619,33.82842712474619,32.82842712474619,31.82842712474619,30.82842712474619,29.82842712474619,28.82842712474619,27.82842712474619,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
